,ID,well,formacion,E_Brent,D_Dec,year,FC_T
66,66,CC04,K3,70,Perfil,0,"[('553.1937'), ('462.3541'), ('379.2039'), ('302.662'), ('214.4773'), ('145.1733'), ('96.3182'), ('42.176'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
67,67,CC04,K3,80,Perfil,0,"[('791.0013'), ('684.8447'), ('588.5189'), ('498.98'), ('399.4991'), ('319.8726'), ('261.9986'), ('198.6784'), ('146.2751'), ('93.4849'), ('64.2236'), ('17.7879'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
68,68,CC04,K3,90,Perfil,0,"[('1028.809'), ('907.3352'), ('797.8338'), ('695.298'), ('584.5209'), ('494.5719'), ('427.6791'), ('355.1807'), ('294.7126'), ('234.4469'), ('198.6049'), ('145.3289'), ('94.3635'), ('48.5445'), ('6.8714'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
69,69,CC04,K3,100,Perfil,0,"[('1266.6166'), ('1129.8258'), ('1007.1488'), ('891.616'), ('769.5427'), ('669.2713'), ('593.3596'), ('511.6831'), ('443.15'), ('375.4088'), ('332.9863'), ('272.8699'), ('215.8613'), ('164.3878'), ('117.7187'), ('82.7768'), ('40.5086'), ('0.7262'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
70,70,CC04,K3,40,n_well,0,"[('24.695'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
71,71,CC04,K3,50,n_well,0,"[('262.5026'), ('202.0642'), ('135.0187'), ('83.7454'), ('25.4031'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
72,72,CC04,K3,60,n_well,0,"[('500.3103'), ('424.5548'), ('344.3336'), ('280.0634'), ('210.4249'), ('164.8187'), ('98.4998'), ('54.0673'), ('2.6519'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
73,73,CC04,K3,70,n_well,0,"[('738.1179'), ('647.0453'), ('553.6486'), ('476.3814'), ('395.4467'), ('339.5181'), ('264.1803'), ('210.5696'), ('151.0894'), ('105.6544'), ('75.6908'), ('36.075'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
74,74,CC04,K3,80,n_well,0,"[('975.9256'), ('869.5359'), ('762.9636'), ('672.6994'), ('580.4685'), ('514.2174'), ('429.8608'), ('367.072'), ('299.5268'), ('246.6164'), ('210.0721'), ('163.616'), ('102.3749'), ('62.2105'), ('25.5333'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
75,75,CC04,K3,90,n_well,0,"[('1213.7332'), ('1092.0264'), ('972.2786'), ('869.0173'), ('765.4903'), ('688.9167'), ('595.5412'), ('523.5744'), ('447.9643'), ('387.5783'), ('344.4534'), ('291.157'), ('223.8727'), ('178.0537'), ('136.3806'), ('102.6026'), ('64.9045'), ('29.419'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
76,76,CC04,K3,100,n_well,0,"[('1451.5409'), ('1314.517'), ('1181.5935'), ('1065.3353'), ('950.5121'), ('863.6161'), ('761.2217'), ('680.0767'), ('596.4017'), ('528.5403'), ('478.8348'), ('418.698'), ('345.3705'), ('293.897'), ('247.2279'), ('208.1721'), ('165.7965'), ('125.9066'), ('89.22'), ('52.633'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
77,77,CC04,K3,40,sin_fijo,0,"[('222.7368'), ('175.2078'), ('133.1333'), ('93.9943'), ('58.9422'), ('26.9116'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
78,78,CC04,K3,50,sin_fijo,0,"[('460.5444'), ('397.6984'), ('342.4482'), ('290.3123'), ('243.964'), ('201.611'), ('163.4159'), ('126.9488'), ('93.8585'), ('63.1865'), ('34.9955'), ('8.1204'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
79,79,CC04,K3,60,sin_fijo,0,"[('698.3521'), ('620.1889'), ('551.7632'), ('486.6303'), ('428.9858'), ('376.3103'), ('329.0963'), ('283.4511'), ('242.2959'), ('204.1485'), ('169.3768'), ('135.6614'), ('104.8229'), ('75.9677'), ('49.2825'), ('23.5411'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
80,80,CC04,K3,70,sin_fijo,0,"[('936.1597'), ('842.6795'), ('761.0782'), ('682.9483'), ('614.0076'), ('551.0096'), ('494.7768'), ('439.9535'), ('390.7334'), ('345.1104'), ('303.7582'), ('263.2024'), ('226.3208'), ('191.8109'), ('160.1298'), ('129.1106'), ('100.5639'), ('73.6836'), ('48.6951'), ('24.4216'), ('1.8116'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
81,81,CC04,K3,80,sin_fijo,0,"[('1173.9674'), ('1065.17'), ('970.3932'), ('879.2663'), ('799.0294'), ('725.709'), ('660.4573'), ('596.4559'), ('539.1708'), ('486.0724'), ('438.1395'), ('390.7434'), ('347.8186'), ('307.6542'), ('270.9771'), ('234.6802'), ('201.4559'), ('170.1712'), ('141.2833'), ('112.8375'), ('86.5227'), ('61.6257'), ('38.3699'), ('15.6955'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
82,82,CC04,K3,90,sin_fijo,0,"[('1411.775'), ('1287.6606'), ('1179.7081'), ('1075.5843'), ('984.0512'), ('900.4083'), ('826.1377'), ('752.9582'), ('687.6083'), ('627.0343'), ('572.5208'), ('518.2844'), ('469.3164'), ('423.4974'), ('381.8243'), ('340.2497'), ('302.348'), ('266.6588'), ('233.8716'), ('201.2533'), ('171.2338'), ('142.8317'), ('116.4695'), ('90.4352'), ('66.2425'), ('43.2608'), ('21.7061'), ('0.6544'), ('0'), ('0'), ('0'), ('0'), ('0')]"
83,83,CC04,K3,100,sin_fijo,0,"[('1649.5827'), ('1510.1512'), ('1389.0231'), ('1271.9023'), ('1169.073'), ('1075.1076'), ('991.8182'), ('909.4606'), ('836.0457'), ('767.9963'), ('706.9022'), ('645.8254'), ('590.8142'), ('539.3407'), ('492.6716'), ('445.8193'), ('403.24'), ('363.1464'), ('326.4599'), ('289.6692'), ('255.9449'), ('224.0377'), ('194.569'), ('165.1749'), ('137.9965'), ('112.1786'), ('88.1108'), ('64.3141'), ('42.1'), ('20.9432'), ('0.9971'), ('0'), ('0')]"
84,84,CC05,K2ATK,40,Perfil,0,"[('-96.872'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
85,85,CC05,K2ATK,50,Perfil,0,"[('63.1629'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
86,86,CC05,K2ATK,60,Perfil,0,"[('194.1362'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
87,87,CC05,K2ATK,70,Perfil,0,"[('325.1094'), ('16.2971'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
88,88,CC05,K2ATK,80,Perfil,0,"[('456.0827'), ('96.462'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
89,89,CC05,K2ATK,90,Perfil,0,"[('587.056'), ('176.6269'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
90,90,CC05,K2ATK,100,Perfil,0,"[('718.0293'), ('256.7917'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
91,91,CC05,K2ATK,40,n_well,0,"[('-116.373'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
92,92,CC05,K2ATK,50,n_well,0,"[('49.5122'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
93,93,CC05,K2ATK,60,n_well,0,"[('180.4854'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
94,94,CC05,K2ATK,70,n_well,0,"[('311.4587'), ('3.7826'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
95,95,CC05,K2ATK,80,n_well,0,"[('442.432'), ('83.9475'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
96,96,CC05,K2ATK,90,n_well,0,"[('573.4053'), ('164.1123'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
97,97,CC05,K2ATK,100,n_well,0,"[('704.3786'), ('244.2772'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
98,98,CC05,K2ATK,40,sin_fijo,0,"[('116.5807'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
99,99,CC05,K2ATK,50,sin_fijo,0,"[('247.554'), ('39.087'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
100,100,CC05,K2ATK,60,sin_fijo,0,"[('378.5272'), ('119.2519'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
101,101,CC05,K2ATK,70,sin_fijo,0,"[('509.5005'), ('199.4168'), ('9.8689'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
102,102,CC05,K2ATK,80,sin_fijo,0,"[('640.4738'), ('279.5816'), ('59.0696'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
103,103,CC05,K2ATK,90,sin_fijo,0,"[('771.4471'), ('359.7465'), ('108.2702'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
104,104,CC05,K2ATK,100,sin_fijo,0,"[('902.4203'), ('439.9113'), ('157.4709'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
105,105,CC08,M2A,40,Perfil,0,"[('570.1303'), ('272.9717'), ('82.4602'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
106,106,CC08,M2A,50,Perfil,0,"[('837.407'), ('444.2975'), ('192.5831'), ('30.1988'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
107,107,CC08,M2A,60,Perfil,0,"[('1104.6838'), ('615.6233'), ('302.706'), ('100.5968'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
108,108,CC08,M2A,70,Perfil,0,"[('1371.9605'), ('786.9492'), ('412.8289'), ('170.9947'), ('12.5564'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
109,109,CC08,M2A,80,Perfil,0,"[('1639.2372'), ('958.275'), ('522.9517'), ('241.3926'), ('57.6826'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
110,110,CC08,M2A,90,Perfil,0,"[('1906.514'), ('1129.6008'), ('633.0746'), ('311.7905'), ('102.8088'), ('4.8446'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
111,111,CC08,M2A,100,Perfil,0,"[('2173.7907'), ('1300.9267'), ('743.1975'), ('382.1884'), ('147.9351'), ('35.3149'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
112,112,CC08,M2A,40,n_well,0,"[('455.7737'), ('160.4457'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
113,113,CC08,M2A,50,n_well,0,"[('723.0504'), ('331.7715'), ('68.6001'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
114,114,CC08,M2A,60,n_well,0,"[('990.3271'), ('503.0973'), ('178.723'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
115,115,CC08,M2A,70,n_well,0,"[('1257.6039'), ('674.4232'), ('288.8459'), ('47.5273'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
116,116,CC08,M2A,80,n_well,0,"[('1524.8806'), ('845.749'), ('398.9688'), ('117.9252'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
117,117,CC08,M2A,90,n_well,0,"[('1792.1574'), ('1017.0748'), ('509.0916'), ('188.3231'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
118,118,CC08,M2A,100,n_well,0,"[('2059.4341'), ('1188.4006'), ('619.2145'), ('258.7211'), ('16.6789'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
119,119,CC08,M2A,40,sin_fijo,0,"[('653.8155'), ('356.0798'), ('165.9068'), ('42.9005'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
120,120,CC08,M2A,50,sin_fijo,0,"[('921.0922'), ('527.4056'), ('276.0297'), ('113.2984'), ('9.6087'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
121,121,CC08,M2A,60,sin_fijo,0,"[('1188.3689'), ('698.7315'), ('386.1526'), ('183.6964'), ('54.7349'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
122,122,CC08,M2A,70,sin_fijo,0,"[('1455.6457'), ('870.0573'), ('496.2755'), ('254.0943'), ('99.8611'), ('10.416'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
123,123,CC08,M2A,80,sin_fijo,0,"[('1722.9224'), ('1041.3831'), ('606.3983'), ('324.4922'), ('144.9874'), ('40.8863'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
124,124,CC08,M2A,90,sin_fijo,0,"[('1990.1991'), ('1212.709'), ('716.5212'), ('394.8901'), ('190.1136'), ('71.3566'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
125,125,CC08,M2A,100,sin_fijo,0,"[('2257.4759'), ('1384.0348'), ('826.6441'), ('465.288'), ('235.2398'), ('101.8269'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
126,126,CC10,K3A1,40,Perfil,0,"[('-102.0136'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
127,127,CC10,K3A1,50,Perfil,0,"[('386.9379'), ('180.3113'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
128,128,CC10,K3A1,60,Perfil,0,"[('845.2853'), ('587.1865'), ('360.0894'), ('161.9173'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
129,129,CC10,K3A1,70,Perfil,0,"[('1303.6327'), ('994.0616'), ('723.3898'), ('485.4422'), ('245.2919'), ('52.8356'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
130,130,CC10,K3A1,80,Perfil,0,"[('1761.9801'), ('1400.9368'), ('1086.6902'), ('808.967'), ('534.9171'), ('312.712'), ('141.8142'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
131,131,CC10,K3A1,90,Perfil,0,"[('2220.3275'), ('1807.8119'), ('1449.9906'), ('1132.4918'), ('824.5424'), ('572.5885'), ('376.1252'), ('186.5941'), ('28.811'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
